group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,abs_lfc,gene_type,is_tf,direction,reference,DE_rank
mmMYOD1,ZNF480,8.808334,0.94153297,1.2701949797945412e-18,8.55398527534646e-18,0.3232815964523282,0.94153297,protein_coding,True,up,Control,146
mmMYOD1,ZNF518A,8.609758,0.9169866,7.321502804912436e-18,4.8144485599641417e-17,0.3325942350332594,0.9169866,protein_coding,True,up,Control,147
mmMYOD1,TFCP2,7.791322,0.9121034,6.6311676866307945e-15,3.95289962738518e-14,0.3006651884700665,0.9121034,protein_coding,True,up,Control,148
mmMYOD1,KLF6,17.941275,0.910864,5.615274402677958e-72,1.0381853174517024e-70,0.739689578713969,0.910864,protein_coding,True,up,Control,149
mmMYOD1,FOSL2,6.0226946,0.90404254,1.7153684782337319e-09,8.071226289157443e-09,0.29046563192904656,0.90404254,protein_coding,True,up,Control,150
mmMYOD1,PRRX1,-22.397041,-0.9028629,4.2059531610367845e-111,1.188737672938248e-109,0.5738359201773836,0.9028629,protein_coding,True,down,Control,151
mmMYOD1,ZFP91,-21.004637,-0.88006014,5.948601081099138e-98,1.4653387329774208e-96,0.509090909090909,0.88006014,protein_coding,True,down,Control,152
mmMYOD1,ZNF226,7.2333875,0.87205267,4.710922950077186e-13,2.618151958496779e-12,0.2851441241685144,0.87205267,protein_coding,True,up,Control,153
mmMYOD1,ZZZ3,12.17887,0.8696303,4.028247887114611e-34,4.048550256465668e-33,0.4607538802660754,0.8696303,protein_coding,True,up,Control,154
mmMYOD1,SAFB,14.147624,0.8654677,1.931745554984528e-45,2.382770683089899e-44,0.5436807095343681,0.8654677,protein_coding,True,up,Control,155
mmMYOD1,ZKSCAN1,10.176088,0.85792977,2.535491610062181e-24,2.0295241221542646e-23,0.4124168514412417,0.85792977,protein_coding,True,up,Control,156
mmMYOD1,SPEN,12.315543,0.8475033,7.471017116284109e-35,7.655659708962257e-34,0.4926829268292683,0.8475033,protein_coding,True,up,Control,157
mmMYOD1,ZNF207,23.67683,0.8469331,6.2484210827223345e-124,1.9848018726230264e-122,0.8177383592017738,0.8469331,protein_coding,True,up,Control,158
mmMYOD1,FOXP1,14.510832,0.8377373,1.0345896172018868e-47,1.3122210359320852e-46,0.5986696230598669,0.8377373,protein_coding,True,up,Control,159
mmMYOD1,CREB1,7.5251317,0.837198,5.2667212194435377e-14,3.0400100473176733e-13,0.317960088691796,0.837198,protein_coding,True,up,Control,160
mmMYOD1,YBX1,-27.605911,-0.8328134,9.44984361852876e-168,4.278140013678444e-166,0.8283813747228381,0.8328134,protein_coding,True,down,Control,161
mmMYOD1,RFX8,6.743214,0.8317073,1.549204761806647e-11,8.045745937402608e-11,0.31352549889135256,0.8317073,protein_coding,True,up,Control,162
mmMYOD1,SIX1,8.184308,0.8305518,2.738716537403751e-16,1.7079422119336473e-15,0.35388026607538803,0.8305518,protein_coding,True,up,Control,163
mmMYOD1,XPA,8.296048,0.8218688,1.0763233392238955e-16,6.810299728365549e-16,0.3782705099778271,0.8218688,protein_coding,True,up,Control,164
mmMYOD1,REST,11.10609,0.81978995,1.171798057028303e-28,1.0436936540550564e-27,0.46518847006651887,0.81978995,protein_coding,True,up,Control,165
mmMYOD1,TWIST1,-15.724025,-0.8158524,1.0353286386483928e-55,1.4916093678141923e-54,0.3321507760532151,0.8158524,protein_coding,True,down,Control,166
mmMYOD1,ZEB1,22.11284,0.8139452,2.3782374442284238e-108,6.566548793811359e-107,0.8168514412416852,0.8139452,protein_coding,True,up,Control,167
mmMYOD1,BPTF,19.437325,0.81208986,3.731203401977683e-84,8.012839032315492e-83,0.7290465631929046,0.81208986,protein_coding,True,up,Control,168
mmMYOD1,SMYD3,13.847906,0.8077395,1.309741161914984e-43,1.5603867441572257e-42,0.7042128603104213,0.8077395,protein_coding,True,up,Control,169
mmMYOD1,PLSCR1,34.11194,0.7780268,4.907244782852781e-255,4.042604341441278e-253,0.952549889135255,0.7780268,protein_coding,True,up,Control,170
mmMYOD1,CAMTA2,4.731505,0.77502,2.2286120430669888e-06,8.716703953004539e-06,0.3033259423503326,0.77502,protein_coding,True,up,Control,171
mmMYOD1,ZNF407,5.2286334,0.76993585,1.7076751463931317e-07,7.205213388459081e-07,0.25365853658536586,0.76993585,protein_coding,True,up,Control,172
mmMYOD1,AHDC1,4.2159753,0.7629372,2.4870100604476556e-05,8.967941271355882e-05,0.25144124168514415,0.7629372,protein_coding,True,up,Control,173
mmMYOD1,DNTTIP1,7.2431917,0.75877184,4.382469691330257e-13,2.43884680984195e-12,0.3441241685144124,0.75877184,protein_coding,True,up,Control,174
mmMYOD1,ELK3,12.712443,0.75687927,5.043362605379721e-37,5.371747724576976e-36,0.5494456762749446,0.75687927,protein_coding,True,up,Control,175
mmMYOD1,CEBPG,9.705023,0.75356513,2.8701126450579956e-22,2.1565326052549998e-21,0.4878048780487805,0.75356513,protein_coding,True,up,Control,176
mmMYOD1,TFAP2A,7.465445,0.75255847,8.301850481671038e-14,4.758035930713196e-13,0.36807095343680707,0.75255847,protein_coding,True,up,Control,177
mmMYOD1,TBX3,22.338457,0.7339229,1.5635382876682066e-110,4.404199889680646e-109,0.8682926829268293,0.7339229,protein_coding,True,up,Control,178
mmMYOD1,BNC2,13.155877,0.7281197,1.5744659271313703e-39,1.7574425093337543e-38,0.6146341463414634,0.7281197,protein_coding,True,up,Control,179
